
============  18-05-23 11:04:59  ==============
05-23 11:06:05.331   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.331   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.331   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.331   698   747 D RILJ    : [0][4211]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.341   698   779 D RILJ    : [0][4212]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,16,4,28 aid: null
05-23 11:06:05.341   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.341   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.341   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.341   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 564
05-23 11:06:05.341   181   247 D use-Rlog/RLOG-RILC: [0] [0564]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,16,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.341   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.341   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.341   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.341   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,16,4,28,0,"3F007F105F3A"
05-23 11:06:05.351   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.351   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.351   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.351   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.351   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.351   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.351   181   247 D use-Rlog/RLOG-RILC: [0] [0564]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.351   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.351   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.351   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.351   698   747 D RILJ    : [0][4212]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.351   698   779 D RILJ    : [0][4213]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,17,4,28 aid: null
05-23 11:06:05.361   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.361   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.361   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.361   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 565
05-23 11:06:05.361   181   247 D use-Rlog/RLOG-RILC: [0] [0565]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,17,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.361   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.361   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.361   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.361   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,17,4,28,0,"3F007F105F3A"
05-23 11:06:05.371   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.371   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.371   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.371   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.371   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.371   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.371   181   247 D use-Rlog/RLOG-RILC: [0] [0565]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.371   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.371   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.371   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.371   698   747 D RILJ    : [0][4213]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.371   698   779 D RILJ    : [0][4214]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,18,4,28 aid: null
05-23 11:06:05.381   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.381   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.381   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.381   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.381   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 566
05-23 11:06:05.381   181   247 D use-Rlog/RLOG-RILC: [0] [0566]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,18,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.381   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.381   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.381   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.381   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,18,4,28,0,"3F007F105F3A"
05-23 11:06:05.391   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.391   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.391   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.391   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.391   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.391   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.391   181   247 D use-Rlog/RLOG-RILC: [0] [0566]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.391   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.391   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.391   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.391   698   747 D RILJ    : [0][4214]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.391   698   779 D RILJ    : [0][4215]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,19,4,28 aid: null
05-23 11:06:05.401   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.401   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.401   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.401   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 567
05-23 11:06:05.401   181   247 D use-Rlog/RLOG-RILC: [0] [0567]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,19,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.401   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.401   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.401   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.401   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,19,4,28,0,"3F007F105F3A"
05-23 11:06:05.411   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.411   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.411   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.411   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.411   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.411   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.411   181   247 D use-Rlog/RLOG-RILC: [0] [0567]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.411   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.411   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.411   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.411   698   747 D RILJ    : [0][4215]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.411   698   779 D RILJ    : [0][4216]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,20,4,28 aid: null
05-23 11:06:05.421   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.421   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.421   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.421   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 568
05-23 11:06:05.421   181   247 D use-Rlog/RLOG-RILC: [0] [0568]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,20,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.421   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.421   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.421   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.421   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,20,4,28,0,"3F007F105F3A"
05-23 11:06:05.431   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.431   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.431   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.431   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.431   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.431   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.431   181   247 D use-Rlog/RLOG-RILC: [0] [0568]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.431   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.431   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.431   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.431   698   747 D RILJ    : [0][4216]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.431   698   779 D RILJ    : [0][4217]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,21,4,28 aid: null
05-23 11:06:05.441   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.441   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.441   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.441   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 569
05-23 11:06:05.441   181   247 D use-Rlog/RLOG-RILC: [0] [0569]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,21,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.441   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.441   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.441   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.441   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,21,4,28,0,"3F007F105F3A"
05-23 11:06:05.451   181   242 D use-Rlog/RLOG-AT: [0] Channel0: AT< +CESQ: 99,99,255,255,30,82
05-23 11:06:05.451   181   242 D use-Rlog/RLOG-RIL: [0] [unsl] +CESQ enter
05-23 11:06:05.451   181   242 D use-Rlog/RLOG-RILC: [0] [UNSL]< UNSOL_SIGNAL_STRENGTH {[signalStrength=99,bitErrorRate=-1,                CDMA_SS.dbm=-1,CDMA_SSecio=-1,                EVDO_SS.dbm=-1,EVDO_SS.ecio=-1,                EVDO_SS.signalNoiseRatio=-1,                LTE_SS.signalStrength=99,LTE_SS.rsrp=82,LTE_SS.rsrq=2147483647,                LTE_SS.rssnr=2147483647,LTE_SS.cqi=2147483647,TDSCDMA_SS.rscp=0]}
05-23 11:06:05.451   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.451   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.451   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.451   698   747 W SignalStrength: Size of signalstrength parcel:60
05-23 11:06:05.451   698   747 V RILJ    : [0][UNSL]< [0]UNSOL_SIGNAL_STRENGTH SignalStrength: 99 -1 -1 -1 -1 -1 -1 99 82 2147483647 2147483647 2147483647 gsm|lte
05-23 11:06:05.451   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.451   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.451   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.451   181   247 D use-Rlog/RLOG-RILC: [0] [0569]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.451   698   698 W SignalStrength: Signal before validate=SignalStrength: 99 -1 -1 -1 -1 -1 -1 99 82 2147483647 2147483647 2147483647 gsm|lte
05-23 11:06:05.451   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.451   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.451   698   698 W SignalStrength: Signal after validate=SignalStrength: 99 -1 -120 -160 -120 -1 -1 99 -82 2147483647 2147483647 2147483647 gsm|lte
05-23 11:06:05.451   592   923 W SignalStrength: Size of signalstrength parcel:164
05-23 11:06:05.451   673   683 W SignalStrength: Size of signalstrength parcel:168
05-23 11:06:05.451   592   923 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.451   592   923 W SignalStrength: getLevel=4
05-23 11:06:05.451   926   937 W SignalStrength: Size of signalstrength parcel:168
05-23 11:06:05.451   673   673 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.451   673   673 W SignalStrength: getLevel=4
05-23 11:06:05.451   673   673 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.461   926   926 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.461   926   926 W SignalStrength: getLevel=4
05-23 11:06:05.461   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.461   698   747 D RILJ    : [0][4217]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.461   698   779 D RILJ    : [0][4218]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,22,4,28 aid: null
05-23 11:06:05.461   673   673 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.461   673   673 W SignalStrength: getLevel=4
05-23 11:06:05.461   673   673 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.461   673   673 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.461   673   673 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.461   673   673 W SignalStrength: getLTELevel - rsrp:-82 snr:2147483647 rsrpIconLevel:4 snrIconLevel:-1
05-23 11:06:05.461   673   673 W SignalStrength: getLevel=4
05-23 11:06:05.471   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.471   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.471   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.471   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 570
05-23 11:06:05.471   181   247 D use-Rlog/RLOG-RILC: [0] [0570]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,22,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.471   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.471   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.471   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.471   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,22,4,28,0,"3F007F105F3A"
05-23 11:06:05.481   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.491   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.491   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.491   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RILC: [0] [0570]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.491   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.491   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.491   698   747 D RILJ    : [0][4218]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.491   698   779 D RILJ    : [0][4219]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,23,4,28 aid: null
05-23 11:06:05.491   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.491   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.491   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 571
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RILC: [0] [0571]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,23,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.491   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,23,4,28,0,"3F007F105F3A"
05-23 11:06:05.502   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.502   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.502   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.512   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.512   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RILC: [0] [0571]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.512   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
05-23 11:06:05.512   698   747 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.512   698   747 D RILJ    : [0][4219]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:06:05.512   698   779 D RILJ    : [0][4220]> iccIO: SIM_IO 0xb2 0x4f3b  path: 3F007F105F3A,24,4,28 aid: null
05-23 11:06:05.512   181   231 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:06:05.512   181   231 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:06:05.512   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 572
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RILC: [0] [0572]> SIM_IO (cmd=0xB2,efid=0x4F3B,path=3F007F105F3A,24,4,28,(null),pin2=(null),aid=(null))
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:06:05.512   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20283,24,4,28,0,"3F007F105F3A"
05-23 11:06:05.522   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:06:05.522   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.532   181   247 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:06:05.532   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:06:05.532   181   242 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:06:05.532   181   247 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:06:05.532   181   247 D use-Rlog/RLOG-RILC: [0] [0572]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:06:05.532   181   247 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:06:05.532   181   247 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [247] free one command
