
============  18-05-23 11:27:13  ==============
05-23 11:28:23.018   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.018   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RILC: [0] [0478]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.018   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.018   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.018   700   751 D RILJ    : [0][4126]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.018   700   774 D RILJ    : [0][4127]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,14,4,42 aid: null
05-23 11:28:23.018   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.018   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.018   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 479
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RILC: [0] [0479]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,14,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.018   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,14,4,42,0,"3F007F105F3A"
05-23 11:28:23.038   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.038   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.038   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.038   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.038   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.038   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.038   182   240 D use-Rlog/RLOG-RILC: [0] [0479]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.038   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.038   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.038   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.038   700   751 D RILJ    : [0][4127]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.038   700   774 D RILJ    : [0][4128]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,15,4,42 aid: null
05-23 11:28:23.038   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.048   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.048   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.048   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.048   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 480
05-23 11:28:23.048   182   240 D use-Rlog/RLOG-RILC: [0] [0480]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,15,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.048   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.048   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.048   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.048   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,15,4,42,0,"3F007F105F3A"
05-23 11:28:23.068   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.068   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.068   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.068   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RILC: [0] [0480]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.068   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.068   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.068   700   751 D RILJ    : [0][4128]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.068   700   774 D RILJ    : [0][4129]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,16,4,42 aid: null
05-23 11:28:23.068   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.068   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.068   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 481
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RILC: [0] [0481]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,16,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.068   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,16,4,42,0,"3F007F105F3A"
05-23 11:28:23.088   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.088   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.088   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.088   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RILC: [0] [0481]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.088   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.088   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.088   700   751 D RILJ    : [0][4129]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.088   700   774 D RILJ    : [0][4130]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,17,4,42 aid: null
05-23 11:28:23.088   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.088   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.088   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.088   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 482
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RILC: [0] [0482]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,17,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.088   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,17,4,42,0,"3F007F105F3A"
05-23 11:28:23.108   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.108   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.108   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.108   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RILC: [0] [0482]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.108   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.108   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.108   700   751 D RILJ    : [0][4130]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.108   700   774 D RILJ    : [0][4131]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,18,4,42 aid: null
05-23 11:28:23.108   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.108   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.108   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 483
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RILC: [0] [0483]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,18,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.108   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,18,4,42,0,"3F007F105F3A"
05-23 11:28:23.128   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.128   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.128   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.128   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RILC: [0] [0483]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.128   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.128   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.128   700   751 D RILJ    : [0][4131]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.128   700   774 D RILJ    : [0][4132]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,19,4,42 aid: null
05-23 11:28:23.128   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.128   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.128   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 484
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RILC: [0] [0484]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,19,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.128   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,19,4,42,0,"3F007F105F3A"
05-23 11:28:23.148   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.148   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.148   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.148   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.148   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.148   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.148   182   240 D use-Rlog/RLOG-RILC: [0] [0484]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.148   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.148   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.148   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.148   700   751 D RILJ    : [0][4132]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.148   700   774 D RILJ    : [0][4133]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,20,4,42 aid: null
05-23 11:28:23.158   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.158   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.158   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.158   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 485
05-23 11:28:23.158   182   240 D use-Rlog/RLOG-RILC: [0] [0485]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,20,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.158   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.158   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.158   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.158   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,20,4,42,0,"3F007F105F3A"
05-23 11:28:23.168   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.168   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.168   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.168   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.168   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.168   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.168   182   240 D use-Rlog/RLOG-RILC: [0] [0485]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.168   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.168   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.168   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.168   700   751 D RILJ    : [0][4133]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.168   700   774 D RILJ    : [0][4134]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,21,4,42 aid: null
05-23 11:28:23.178   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.178   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.178   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.178   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 486
05-23 11:28:23.178   182   240 D use-Rlog/RLOG-RILC: [0] [0486]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,21,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.178   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.178   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.178   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.178   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,21,4,42,0,"3F007F105F3A"
05-23 11:28:23.188   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.188   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.188   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.188   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.188   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.188   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.188   182   240 D use-Rlog/RLOG-RILC: [0] [0486]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.188   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.188   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.188   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.188   700   751 D RILJ    : [0][4134]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.188   700   774 D RILJ    : [0][4135]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,22,4,42 aid: null
05-23 11:28:23.198   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.198   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.198   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.198   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 487
05-23 11:28:23.198   182   240 D use-Rlog/RLOG-RILC: [0] [0487]> SIM_IO (cmd=0xB2,efid=0x4F71,path=3F007F105F3A,22,4,42,(null),pin2=(null),aid=(null))
05-23 11:28:23.198   182   240 D use-Rlog/RLOG-RIL: [0] onRequest: SIM_IO sState=4
05-23 11:28:23.198   182   240 D use-Rlog/RLOG-RIL: [0] channel1 state: '0' 
05-23 11:28:23.198   182   240 D use-Rlog/RLOG-RIL: [0] get Channel ID '1'
05-23 11:28:23.198   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+CRSM=178,20337,22,4,42,0,"3F007F105F3A"
05-23 11:28:23.218   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +CRSM: 144,0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.218   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.218   182   240 D use-Rlog/RLOG-AT: [0] Channel1: AT> AT+EUICC?
05-23 11:28:23.218   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< +EUICC: 0,2,1
05-23 11:28:23.218   182   238 D use-Rlog/RLOG-AT: [0] Channel1: AT< OK
05-23 11:28:23.218   182   240 D use-Rlog/RLOG-RIL: [0] getSimType: +EUICC: 0,2,1
05-23 11:28:23.218   182   240 D use-Rlog/RLOG-RILC: [0] [0487]< SIM_IO {sw1=0x90,sw2=0x0,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF}
05-23 11:28:23.218   182   240 D use-Rlog/RLOG-RIL: [0] put Channel ID '1'
05-23 11:28:23.218   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch [240] free one command
05-23 11:28:23.218   700   751 D RILJ    : [0]< iccIO:  0x90 0x0 FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
05-23 11:28:23.218   700   751 D RILJ    : [0][4135]< SIM_IO IccIoResponse sw1:0x90 sw2:0x0
05-23 11:28:23.218   700   774 D RILJ    : [0][4136]> iccIO: SIM_IO 0xb2 0x4f71  path: 3F007F105F3A,23,4,42 aid: null
05-23 11:28:23.218   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.218   182   226 I use-Rlog/RLOG-RILC: [0] enter processCommandsCallback, socket type = 0
05-23 11:28:23.218   182   226 D use-Rlog/RLOG-RILC: [0] Add 'SIM_IO' to sim_cmd_list
05-23 11:28:23.218   182   240 I use-Rlog/RLOG-RILC: [0] -->Normal Dispatch sim list
05-23 11:28:23.218   182   240 D use-Rlog/RLOG-RILC: [0] PCB request code 28 token 488
